Reactants_SMILES,Products_SMILES,Reaction_SMILES,RXN:RCT:CAS_RN,RXN:PRO:CAS_RN,RXN:VAR:CAS_Reaction_Number,RXN:VAR:STEPS,RXN:VAR:STAGES,RXN:VAR:PRO:YIELD,RXN:VAR:RGT:CAS_RN,RXN:VAR:SOL:CAS_RN,RXN:VAR:NOTES,RXN:VAR:REFERENCE:TITLE,RXN:VAR:REFERENCE:AUTHOR,RXN:VAR:REFERENCE:CITATION,RXN:VAR:CAT:CAS_RN,RXN:VAR:EXP_PROC,RXN:VAR:RGT:AMD,RXN:VAR:CAT:AMD,RXN:RCT:AMD,RXN:PRO:AMD
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-614-CAS-31695363,1,1,100,13675-18-8,7732-18-5,"chemoselective, green chemistry-catalyst, solid-supported catalyst",Rh-Complex Supported on Magnetic Nanoparticles as Catalysts for,"Nasiruzzaman Shaikh, M.; Aziz, Abdul; Shakil Hussain, S. M.; Helal, Aasif","Asian Journal of Organic Chemistry (2022), 11(4), e202100759",2766027-75-0,,,iron oxide supported rhodium complex,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-614-CAS-34472167,1,1,100,16940-66-2,,"catalyst prepared and used, optimization study, optimized on catalyst",High-efficiency reduction of p-nitrophenol on green-synthesized gold,"Gia-Thien Ho, Thanh; Do, Ba Long; Pham, Bao Van; Nguyen, Thi Thuy Van;","RSC Advances (2022), 12(39), 25753-25763","['1306-38-3', '7440-57-5']",,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-614-CAS-37216679,1,2,100,16940-66-2,7732-18-5,"biotransformation, enzymic, optimization study, optimized on catalyst,",Synthesis of silver and gold nanoparticles-enzyme-polymer conjugate,"Naapuri, Janne M.; Losada-Garcia, Noelia; Deska, Jan; Palomo, Jose M.","Nanoscale (2022), 14(15), 5701-5715","['7440-57-5', '9001-62-1', '9004-54-0']",,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-23621138,1,1,100,1333-74-0,67-63-0,mesoporous graphitic carbon nitride-supported Pt2 prepared and used as,Dual-atom Pt heterogeneous catalyst with excellent catalytic performances,"Tian, Shubo; Wang, Bingxue; Gong, Wanbing; He, Zizhan; Xu, Qi; Chen,","Nature Communications (2021), 12(1), 3181",12596-95-1,,,mesoporous graphitic carbon nitride-supported,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-614-CAS-24650161,1,1,100,16940-66-2,7732-18-5,"green chemistry, green chemistry-catalyst, catalyst prepared and used,","Tannic Acid: A green and efficient stabilizer of Au, Ag, Cu and Pd","Liu, Fangfei; Liu, Xiong; Chen, Feng; Fu, Qiang","Journal of Colloid and Interface Science (2021), 604281-291",7440-05-3,,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-614-CAS-24090021,1,1,100,1333-74-0,75-85-4,"high pressure, reusable catalyst, chitosan derived N-doped carbon",Chitosan derived N-doped carbon nanotubes for selective hydrogenation of,"Chi, Yuqing; Zheng, Shuyi; Zhang, Xiangwen; Li, Guozhu","International Journal of Hydrogen Energy (2021), 46(73), 36124-36136","['7440-44-0', '9012-76-4']",,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-614-CAS-24762793,1,1,100,16940-66-2,"['109-99-9', '7732-18-5']","green chemistry, aristolochia olivieri extract stabilized palladium",A novel synthesis of highly stable palladium nanoparticles and their,"Abdullah, Fuad Othman; Behrouzi, Leila; Kaboudin, Babak","Materials Research Express (2021), 8(9), 095002",7440-05-3,,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-614-CAS-24984782,1,1,100,16940-66-2,,"solid-supported catalyst, polyurethane-S-layer protein supported platinum",Noble metal nanoparticles-based heterogeneous bionano-catalysts supported,"Huggias, Sofia; Bolla, Patricia A.; Azcarate, Julio C.; Serradell, Maria","Catalysis Today (2021), 37298-106","['7440-06-4', '129984-36-7']",,,reaction product with hydroxyethyl methacrylate,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-22997306,1,1,100,16940-66-2,,solvothermal,High performance and ultrafast reduction of 4-nitrophenol using,"Abdelhamid, Hani Nasser","Journal of Environmental Chemical Engineering (2021), 9(1), 104404",1626352-23-5,,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-23220545,1,1,100,16940-66-2,7732-18-5,silver nanoparticle-immobilized BCP membrane prepared and used as,Metal-Immobilized Micellar Aggregates of a Block Copolymer from a Mixed,"Daripa, Soumili; Verma, Rampal; Guin, Debanjan; Chakraborty, Chanchal;","Langmuir (2021), 37(7), 2445-2456","['7440-22-4', '709024-68-0']",,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-23146349,1,1,100,16940-66-2,7732-18-5,"reusable catalyst, catalyst prepared and used, Candida parapsilosis ATCC",Yeast supported gold nanoparticles: an efficient catalyst for the,"Krishnan, Saravanan; Patel, Paresh N.; Balasubramanian, Kalpattu K.;","New Journal of Chemistry (2021), 45(4), 1915-1923",7440-57-5,,,Candida parapsilosis-supported,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-22329731,1,1,100,1333-74-0,64-17-5,magnesium-containing carbon-coated nickel nanocomposite catalyst prepared,Preparation method of aminophenol compounds,"Xie, Jingxin; Rong, Junfeng; Zong, Mingsheng; Yu, Peng; Wu, Genghuang;","China, CN111470990 A 2020-07-31","['7439-95-4', '7440-02-0', '7440-44-0']",,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-22329748,1,1,100,1333-74-0,64-17-5,"high pressure, solid-supported catalyst, alkali metal-containing",Preparation of aminophenol compound,"Xie, Jingxin; Zong, Mingsheng; Rong, Junfeng; Wu, Genghuang; Yu, Peng;","China, CN111470987 A 2020-07-31",7440-02-0,,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-22329741,1,1,100,1333-74-0,64-17-5,"high pressure, magnesium containing carbon-coated nickel nanocomposite",Preparation method of aminophenol compounds,"Xie, Jingxin; Zong, Mingsheng; Rong, Junfeng; Wu, Genghuang; Yu, Peng;","China, CN111470989 A 2020-07-31","['7439-95-4', '7440-02-0']",,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-22344410,1,1,100,16940-66-2,7732-18-5,catalyst prepared and used,Synthesis of silver manganese tri-vanadate AgMn2V3O10 and its catalytic,"Benhsina, Elhassan; Ouanji, Fatiha; Assani, Abderrazak; Saadi, Mohamed;","Inorganic Chemistry Communications (2020), 117107979",2439101-32-1,,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-614-CAS-24271982,1,1,100,16940-66-2,7732-18-5,"catalyst prepared and used, pyrochlore tentalate-based solid acid used as",Insight into the Selective Conversion via a Steered Adsorption and,"Ma, Yuxuan; He, Dan; Le, Shukun; Wang, Chunyan; Wang, Xiaojing","ChemCatChem (2020), 12(13), 3489-3495",7440-22-4,,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-614-CAS-37089658,1,1,100,16940-66-2,7732-18-5,cobalt/copper bimetallic zeolitic imidazolate framework catalyst prepared,Co/Cu bimetallic ZIF as New heterogeneous catalyst for reduction of,"Gholinejad, Mohammad; Naghshbandi, Zhwan; Sansano, Jose M.","Applied Organometallic Chemistry (2020), 34(4), e5522",,,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-22441213,1,1,100,7803-57-8,64-17-5,"chemoselective, solid-supported catalyst, nitrogen-doped carbon",Selective hydrogenation of nitroarenes under mild conditions by the,"Chen, Shuo; Ling, Li-Li; Jiang, Shun-Feng; Jiang, Hong","Green Chemistry (2020), 22(17), 5730-5741",7440-48-4,,,nitrogen-doped carbon encapsulated,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-20541354,1,1,100,16940-66-2,"['64-17-5', '7732-18-5']",triazinyl functionalized palladium cluster catalyst prepared and used,Palladium clusters confined in triazinyl-functionalized COFs with,"Fan, Mengying; Wang, Wei David; Zhu, Yangyang; Sun, Xun; Zhang, Fengwei;","Applied Catalysis, B: Environmental (2019), 257117942","['7440-05-3', '1018680-08-4']",,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-20541353,1,1,100,16940-66-2,"['64-17-5', '7732-18-5']","optimization study, optimized on catalyst, time and molar ratio of",Palladium clusters confined in triazinyl-functionalized COFs with,"Fan, Mengying; Wang, Wei David; Zhu, Yangyang; Sun, Xun; Zhang, Fengwei;","Applied Catalysis, B: Environmental (2019), 257117942","['7440-05-3', '257869-93-5']",,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-614-CAS-24627341,1,1,100,16940-66-2,,"solid-supported catalyst, C@Fe nanocatalyst prepared and used, kinetic",Fe nanoparticles encapsulated in MOF-derived carbon for the reduction of,"Ahsan, Ariful Md.; Deemer, Eva; Fernandez-Delgado, Olivia; Wang, Huiyao;","Catalysis Communications (2019), 130105753","['7439-89-6', '7440-44-0']",,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-20581404,1,1,100,1333-74-0,,"green chemistry-process simplification, solid state, solid-supported",Preparation of nitrogen-modified carbon-supported noble metal,"Lu, Chunshan; Zhou, Yebin; Zhang, Xuejie; Nie, Juanjuan; Liu, Qiangqiang;","China, CN109759109 A 2019-05-17",7440-06-4,,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-20233852,1,1,100,1333-74-0,64-17-5,"palladium catalyst prepared and used, reusable catalyst",Chemoselective and Continuous Flow Hydrogenation in Thin Films Using a,"Phillips, Jessica M.; Ahamed, Muneer; Duan, XiaoFei; Lamb, Robert N.; Qu,","ACS Applied Bio Materials (2019), 2(1), 488-494","['7440-05-3', '9004-34-6']",,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-19945255,1,2,100,7803-57-8,64-17-5,"green chemistry, soybean pulp derived N-doped carbon material(RNC-600)",Renewable Soybean Pulp Derived N-Doped Carbon Materials for Efficient,"Lv, Jing; Zheng, Yunfeng; Zhu, Yangyang; Yuan, Man; Chang, Yanlong; Dong,","ChemistrySelect (2019), 4(14), 4083-4091",7440-44-0,,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-19896742,1,1,100,1333-74-0,7732-18-5,"high pressure, autoclave used, sealed reactor used, catalyst prepared and",Nitrogen-Doped Carbon Nanotube Confined Co-Nx Sites for Selective,"Gong, Wanbing; Lin, Yue; Chen, Chun; Al-Mamun, Mohammad; Lu, Hai-Sheng;","Advanced Materials (Weinheim, Germany) (2019), 31(11), n/a",46201-07-4,,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-21001652,1,1,100,13774-81-7,"['67-56-1', '7732-18-5']","catalyst prepared and used, reusable catalyst",Superfine CoNi alloy embedded in Al2O3 nanosheets for efficient tandem,"Cheng, Sihang; Liu, Yanchun; Zhao, Yingnan; Zhao, Xinyu; Lang, Zhongling;","Dalton Transactions (2019), 48(47), 17499-17506","['1344-28-1', '37379-64-9']",,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-19744491,1,1,100,7803-57-8,64-17-5,"solid-supported catalyst, Fe/Fe2O3@N-dopped Porous Carbon prepared and",Fe/Fe2O3@N-dopped Porous Carbon: A High-Performance Catalyst for,"Yun, Ruirui; Hong, Lirui; Ma, Wanjiao; Jia, Weiguo; Liu, Shoujie; Zheng,","ChemCatChem (2019), 11(2), 724-728","['1309-37-1', '7439-89-6', '1189182-67-9']",,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-19722628,1,1,100,16940-66-2,7732-18-5,"green chemistry, selectivity: >99%, recyclable catalyst, reusable",Tris functionalized Cu-centered cyclohexamolybdate molecular armor as a,"Fang, Qihua; Fu, Junhong; Wang, Fei; Qin, Zhaoxian; Ma, Weiguang; Zhang,","New Journal of Chemistry (2019), 43(1), 28-36",2254172-91-1,,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-20211227,1,2,100,1333-74-0,64-17-5,solid-supported catalyst (Pt-catalyst supported on mesoporous,Highly Efficient Pt-Catalyst Supported on Mesoporous Ceria-Zirconia for,"Redina, E. A.; Vikanova, K. V.","Russian Journal of Physical Chemistry A (2018), 92(12), 2374-2378","['1306-38-3', '1314-23-4', '7440-06-4']",,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-19568563,1,1,100,540-69-2,"['109-99-9', '7732-18-5']","green chemistry, solid-supported catalyst, nitrogen-phosphorus-doped",Method for preparing aromatic amine compound,"Yang, Yong; Duan, Yanan; Dong, Xiaosu","China, CN108658714 A 2018-10-16",7440-48-4,,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-19327876,1,1,100,1333-74-0,64-17-5,"photochemical (300W Xe lamp irradiation (400-800 nm) used),",Synergistic Effect of Segregated Pd and Au Nanoparticles on,"Hao, Cai-Hong; Guo, Xiao-Ning; Sankar, Meenakshisundaram; Yang, Hong; Ma,","ACS Applied Materials & Interfaces (2018), 10(27), 23029-23036","['409-21-2', '7440-05-3', '7440-57-5']",,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-19280745,1,1,100,16940-66-2,,"solid-supported catalyst, reusable catalyst, gold immobilized on serine",L-serine-functionalized montmorillonite decorated with Au nanoparticles:,"Rocha, Mariana; Costa, Paula; Sousa, Carlos A. D.; Pereira, Clara;","Journal of Catalysis (2018), 361143-155","['7440-57-5', '2211930-77-5']",,,"montmorillonite bound, deprotected",,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-19651429,1,1,100,1333-74-0,64-17-5,"chemoselective, high pressure, solid-supported catalyst, autoclave used,",Cobalt nanoparticles encapsulated in nitrogen-doped carbon for,"Gao, Ruijie; Pan, Lun; Li, Zhengwen; Zhang, Xiangwen; Wang, Li; Zou,","Chinese Journal of Catalysis (2018), 39(4), 664-672","['7440-44-0', '7440-48-4']",,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-19281965,1,1,100,16940-66-2,7732-18-5,"green chemistry-catalyst, catalyst prepared and used, recyclable catalyst",Green synthesis of silver nanoparticles using sun dried tulsi leaves and,"Singh, Jagpreet; Mehta, Akansha; Rawat, Mohit; Basu, Soumen","Journal of Environmental Chemical Engineering (2018), 6(1), 1468-1474",7440-22-4,,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-20735118,1,1,100,1333-74-0,110-54-3,solid-supported catalyst (N-heterocyclic carbene modified Au-Pd alloy,N-Heterocyclic Carbene-Modified Au-Pd Alloy Nanoparticles and Their,"Tegeder, Patricia; Freitag, Matthias; Chepiga, Kathryn M.; Muratsugu,","Chemistry - A European Journal (2018), 24(70), 18682-18688","['13463-67-7', '110041-65-1']",,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-19344892,1,2,100,16940-66-2,7732-18-5,"chemoselective, green chemistry-solvent, solid-supported catalyst (PEG",Highly efficient aqueous phase reduction of nitroarenes catalyzed by,"Doherty, S.; Knight, J. G.; Backhouse, T.; Bradford, A.; Saunders, F.;","Catalysis Science & Technology (2018), 8(5), 1454-1467",,,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-19611097,1,1,100,302-01-2,7732-18-5,"photochemical, xenon lamp (300 W) used, reusable catalyst, catalyst",Highly Efficient Photo-Reduction of p-Nitrophenol by Protonated Graphitic,"Qian, Jiajia; Yuan, Aili; Yao, Chengkai; Liu, Jiyang; Li, Benxia; Xi,","ChemCatChem (2018), 10(20), 4747-4754",143334-20-7,,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-18779218,1,2,100,1333-74-0,7732-18-5,"chemoselective, solid-supported catalyst, catalyst prepared and used,",Surfactant-Induced Preparation of Highly Dispersed Ni-Nanoparticles,"Shukla, Astha; Singha, Rajib K.; Sengupta, Manideepa; Sasaki, Takehiko;","ChemistrySelect (2018), 3(4), 1129-1141",7440-02-0,,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-18664131,1,1,100,13774-81-7,7732-18-5,"solid-supported catalyst, carbon supported palladium catalyst prepared",Morphology-controlled Pd nanocrystals as catalysts in tandem,"Navlani-Garcia, Miriam; Verma, Priyanka; Mori, Kohsuke; Kuwahara,","Journal of Chemical Sciences (Berlin, Germany) (2017), 129(11), 1695-1703",7440-05-3,,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-17994479,1,1,100,16940-66-2,,"solid-supported catalyst, reaction conducted in the presence of air,",Highly active human-hair-supported noble metal (Ag or Ru) nanocomposites,"Gopiraman, Mayakrishnan; Saravanamoorthy, Somasundaram; Chung, Ill-Min","Research on Chemical Intermediates (2017), 43(10), 5601-5614",7440-18-8,,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-17991231,1,1,100,16940-66-2,,"solid-supported catalyst, reaction conducted in the presence of air,",Highly active human-hair-supported noble metal (Ag or Ru) nanocomposites,"Gopiraman, Mayakrishnan; Saravanamoorthy, Somasundaram; Chung, Ill-Min","Research on Chemical Intermediates (2017), 43(10), 5601-5614",7440-22-4,,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-17271857,1,1,100,16940-66-2,7732-18-5,"green chemistry, solid-supported catalyst, reduced graphene oxide",A nanohybrid of organoplatinum(II) complex and graphene oxide as catalyst,"Fath, Roghayeh Hashemi; Hoseini, S. Jafar; Khozestan, Hedieh Ghanavat","Journal of Organometallic Chemistry (2017), 8421-8","['3731-52-0', '7440-06-4', '1034343-98-0']",,,"oxide, reduced",,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-17061379,1,2,100,16940-66-2,7732-18-5,"chemoselective, green chemistry, green chemistry-catalyst, green",Highly robust magnetically recoverable Ag/Fe2O3 nanocatalyst for,"Patra, Astam K.; Vo, Nhat Tri; Kim, Dukjoon","Applied Catalysis, A: General (2017), 538148-156","['1309-37-1', '7440-22-4']",,,"nanoparticles, α-Fe2O3 supported",,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-16306440,1,1,100,16940-66-2,7732-18-5,"photochemical, solid-supported catalyst, 500W xenon lamp used, gold",Reduction of nitrophenols to aminophenols under concerted catalysis by,"Fu, Yongsheng; Huang, Ting; Jia, Bingquan; Zhu, Junwu; Wang, Xin","Applied Catalysis, B: Environmental (2017), 202430-437","['7440-57-5', '143334-20-7']",,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-16751243,1,1,100,16940-66-2,7732-18-5,"solid-supported catalyst, reusable catalyst, cabon-nitrogen matrix",MOF-derived Co@N-C nanocatalyst for catalytic reduction of 4-nitrophenol,"Yusran, Yusran; Xu, Dan; Fang, Qianrong; Zhang, Daliang; Qiu, Shilun","Microporous and Mesoporous Materials (2017), 241346-354","['7440-44-0', '7440-48-4']",,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-16696088,1,1,100,1333-74-0,64-17-5,solid-supported catalyst (Al2O3 supported Pt-SnO2 nanoparticles catalyst,Design of Highly Efficient Pt-SnO2 Hydrogenation Nanocatalysts using,"Liu, Miaomiao; Tang, Weiqiang; Xie, Zhaohui; Yu, Hongbo; Yin, Hongfeng;","ACS Catalysis (2017), 7(3), 1583-1591","['7440-06-4', '18282-10-5']",,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-17856283,1,1,100,16940-66-2,,"catalyst prepared and used, recyclable catalyst",Iron oxide nanoparticles coated with green tea extract as a novel,"Veisi, Hojat; Ghorbani, Fatemeh","Applied Organometallic Chemistry (2017), 31(10), n/a","['1317-61-9', '7440-22-4']",,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-17742315,1,1,100,16940-66-2,7732-18-5,copper nanocatalyst prepared and used,"Metallomicelle templated transition metal nanostructures: synthesis,","Kaur, Ravneet; Mehta, S. K.","Physical Chemistry Chemical Physics (2017), 19(28), 18372-18382",7440-50-8,,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-16555287,1,1,100,16940-66-2,"['64-17-5', '7732-18-5']","green chemistry, reusable catalyst, polyvinylpyrrolidone stabilized",PVP-Pd nanoparticles as efficient catalyst for nitroarene reduction under,"Uberman, Paula M.; Garcia, Carolina S.; Rodriguez, Julieta R.; Martin,","Green Chemistry (2017), 19(3), 739-748","['7440-05-3', '9003-39-8']",,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-16860059,1,1,100,16940-66-2,7732-18-5,"green chemistry-catalyst, black tea leaves stabilized palladium",Green synthesis of palladium nanoparticles mediated by black tea leaves,"Lebaschi, Sadaf; Hekmati, Malak; Veisi, Hojat","Journal of Colloid and Interface Science (2017), 485223-231",7440-05-3,,,,,
O=[N+]([O-])c1ccc(O)cc1,Nc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>Nc1ccc(O)cc1,100-02-7,123-30-8,31-522-CAS-17853126,1,1,100,7803-57-8,67-56-1,"chemoselective, solid-supported catalyst, thermal, carbon support used,",Immobilizing Multifunctional Fe2O3-SnO2 Nanoparticles to Carbon,"Qi, Li; Li, Yunong; Liu, Lei; Zhou, Junjie; Ai, Yongjian; Tang, Zhike;","ChemistrySelect (2017), 2(27), 8288-8295","['1309-37-1', '18282-10-5']",,,"['carbon supported', 'carbon supported']",,
