Reactants_SMILES,Products_SMILES,Reaction_SMILES,RXN:RCT:CAS_RN,RXN:PRO:CAS_RN,RXN:VAR:CAS_Reaction_Number,RXN:VAR:STEPS,RXN:VAR:STAGES,RXN:VAR:PRO:YIELD,RXN:VAR:RGT:CAS_RN,RXN:VAR:SOL:CAS_RN,RXN:VAR:NOTES,RXN:VAR:REFERENCE:TITLE,RXN:VAR:REFERENCE:AUTHOR,RXN:VAR:REFERENCE:CITATION,RXN:VAR:CAT:CAS_RN,RXN:VAR:EXP_PROC,RXN:PRO:AMD,RXN:VAR:CAT:AMD,RXN:VAR:SOL:AMD,RXN:RCT:AMD,RXN:VAR:RGT:AMD
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-614-CAS-36454743,1,1,100,1333-74-0,64-17-5,"solid-supported catalyst, selectivity 100%, autoclave used, COF-C6",Tuning the Surface Wettability of Pd/COFs for Selective Hydrogenation,"Li, Xiang; Li, He; Li, Chunzhi; Wang, Maodi; Yang, Qihua","ChemCatChem (2023), 15(12), e202300002",7440-05-3,,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-614-CAS-35122634,1,1,100,1333-74-0,67-56-1,autoclave used,Boosting hydrogenation properties of Pt single-atom catalysts via,"Zhang, Hao; Zhang, Xingcong; Sun, Qingdi; He, Qian; Ji, Hongbing; He,","Chemical Engineering Journal (Amsterdam, Netherlands) (2023), 455140808",7440-06-4,,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-614-CAS-35312740,1,1,100,102-71-6,7732-18-5,"green chemistry-catalyst, photochemical (Xe lamp (300 W) used),",Visible-Light-Driven Porphyrin-Based Bimetallic Metal-Organic Frameworks,"Wang, Sheng; Li, Shihao; Feng, Huiyi; Yang, Wenqing; Feng, Yi-Si","ACS Applied Materials & Interfaces (2023), 15(3), 4845-4856","['10102-05-3', '13770-61-1', '14609-54-2']",,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-614-CAS-41192401,1,1,100,16940-66-2,"['64-17-5', '7732-18-5']",solid-supported catalyst (nitrogen-doped porous graphene- aluminum,Assembled catalytic filler and its preparation method and application in,"Xi, Jiangbo; Hu, Hanyu","China, CN114700063 A 2022-07-05","['1335-30-4', '1034343-98-0']",,,oxide,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-614-CAS-31695364,1,1,100,13675-18-8,7732-18-5,"chemoselective, green chemistry-catalyst, solid-supported catalyst",Rh-Complex Supported on Magnetic Nanoparticles as Catalysts for,"Nasiruzzaman Shaikh, M.; Aziz, Abdul; Shakil Hussain, S. M.; Helal, Aasif","Asian Journal of Organic Chemistry (2022), 11(4), e202100759",2766027-75-0,,,iron oxide supported rhodium complex,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-614-CAS-33441266,1,1,100,16940-66-2,"['64-17-5', '7732-18-5']",catalyst prepared and used,N-Doped holey graphene assembled on fibrous aluminum silicate for,"Hu, Hanyu; Du, Shuaihu; Xi, Jiangbo","Green Chemistry (2022), 24(13), 5255-5262","['1335-30-4', '1034343-98-0']",,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-614-CAS-24762790,1,1,100,16940-66-2,"['109-99-9', '7732-18-5']","green chemistry, aristolochia olivieri extract stabilized palladium",A novel synthesis of highly stable palladium nanoparticles and their,"Abdullah, Fuad Othman; Behrouzi, Leila; Kaboudin, Babak","Materials Research Express (2021), 8(9), 095002",7440-05-3,,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-23676455,1,1,100,16940-66-2,67-56-1,"selectivity 100%, catalyst prepared and used","Preparation of thermal stable supported metal (Cu, Au, Pd) nanoparticles","Peng, Weidan; Yan, Yukun; Zhang, Dawei; Zhou, Yangtao; Na, Duo; Xiao,","Colloids and Surfaces, A: Physicochemical and Engineering Aspects (2021),",7440-50-8,,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-22331697,1,1,100,16940-66-2,7732-18-5,"solid-supported catalyst, porous aromatic framework-96 support used,",Highly selective reduction of nitroarenes with gold nano-catalysts,"Yang, Yuting; Yang, Yan; Wang, Tienan; Tian, Yuyang; Jing, Xiaofei; Zhu,","Microporous and Mesoporous Materials (2020), 306110393",7440-57-5,,,"optionally, porous aromatic framework-95/96 support used",,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-22045557,1,1,100,"['121-44-8', '1333-74-0']",67-56-1,"chemoselective, photochemical (white LED light irradiation (40 mW/cm2)",Selectivity control of Pt/SiC catalysts for photothermocatalytic,"Hou, Dong-Fang; Jiao, Zhi-Feng; Liang, Zai-Peng; Wang, Yun-Wei; Guo,","Applied Surface Science (2020), 526146616","['7439-89-6', '7440-06-4']",,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-22329749,1,1,100,1333-74-0,110-82-7,potassium-containing carbon-coated nickel nanocomposite catalyst prepared,Preparation method of aminoanisole compounds,"Zong, Mingsheng; Xie, Jingxin; Rong, Junfeng; Yu, Peng; Wu, Genghuang;","China, CN111470985 A 2020-07-31","['7440-02-0', '7440-09-7', '7440-44-0']",,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-22329753,1,1,100,1333-74-0,64-17-5,"high pressure, sodium-containing carbon-coated nickel nanocomposite",Preparation method of aminoanisole compounds,"Zong, Mingsheng; Xie, Jingxin; Rong, Junfeng; Yu, Peng; Wu, Genghuang;","China, CN111470985 A 2020-07-31","['7440-02-0', '7440-23-5', '7440-44-0']",,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-22329754,1,1,100,1333-74-0,64-17-5,"thermal, magnesium-containing carbon-coated nickel nanocomposite catalyst",Preparation method of aminoanisole compounds,"Zong, Mingsheng; Xie, Jingxin; Rong, Junfeng; Yu, Peng; Wu, Genghuang;","China, CN111470991 A 2020-07-31","['7439-95-4', '7440-02-0', '7440-44-0']",,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-21893896,1,1,100,"['75-18-3', '1333-74-0']",64-17-5,"thermal, catalyst prepared and used, autoclave used",Stable and efficient method for preparing arylamine by catalytic,"Zhu, Xiuquan; Liu, Jiawei; Zhang, Qunfeng; Li, Xiaonian","China, CN110396046 A 2019-11-01","['7440-06-4', '7440-50-8']",,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-19852983,1,1,100,1333-74-0,109-99-9,"high pressure, solid-supported catalyst, thermal, reaction in a Schlenk",Atomically precise Ag nanoclusters intercalated in zirconium,"Gong, Honghui; Lin, Lina; Zhao, Xiuge; Li, Huan; Li, Difan; Xu, Zichen;","Applied Catalysis, A: General (2019), 5741-9",2126042-03-1,,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-19744487,1,1,100,7803-57-8,64-17-5,"solid-supported catalyst, Fe/Fe2O3@N-dopped Porous Carbon prepared and",Fe/Fe2O3@N-dopped Porous Carbon: A High-Performance Catalyst for,"Yun, Ruirui; Hong, Lirui; Ma, Wanjiao; Jia, Weiguo; Liu, Shoujie; Zheng,","ChemCatChem (2019), 11(2), 724-728","['1309-37-1', '7439-89-6', '1189182-67-9']",,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-21001651,1,1,100,13774-81-7,"['67-56-1', '7732-18-5']","catalyst prepared and used, reusable catalyst",Superfine CoNi alloy embedded in Al2O3 nanosheets for efficient tandem,"Cheng, Sihang; Liu, Yanchun; Zhao, Yingnan; Zhao, Xinyu; Lang, Zhongling;","Dalton Transactions (2019), 48(47), 17499-17506","['1344-28-1', '37379-64-9']",,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-19402512,1,1,100,"['1310-58-3', '7803-57-8']",67-63-0,"green chemistry-catalyst, catalyst prepared and used, conversion, 100%,",Structural Studies of Multifunctional SrTiO3 Nanocatalyst Synthesized by,"Srilakshmi, Chilukoti; Saraf, Rohit; Shivakumara, Chikkadasappa","ACS Omega (2018), 3(9), 10503-10512",12060-59-2,,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-19100176,1,1,100,1333-74-0,,"solid-supported catalyst, autoclave used, C-Al2O3 supported Ni-Cu",Process for preparation of p-anisidine by catalytic hydrogenation of,"Huang, Yongji; Yuan, Hangkong; Wang, Hongli; Shi, Feng","China, CN108047064 A 2018-05-18","['7440-02-0', '7440-50-8']",,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-19651435,1,1,100,1333-74-0,64-17-5,"chemoselective, high pressure, solid-supported catalyst, cobalt",Cobalt nanoparticles encapsulated in nitrogen-doped carbon for,"Gao, Ruijie; Pan, Lun; Li, Zhengwen; Zhang, Xiangwen; Wang, Li; Zou,","Chinese Journal of Catalysis (2018), 39(4), 664-672","['7440-44-0', '7440-48-4']",,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-20735120,1,1,100,1333-74-0,110-54-3,solid-supported catalyst (N-heterocyclic carbene modified Au-Pd alloy,N-Heterocyclic Carbene-Modified Au-Pd Alloy Nanoparticles and Their,"Tegeder, Patricia; Freitag, Matthias; Chepiga, Kathryn M.; Muratsugu,","Chemistry - A European Journal (2018), 24(70), 18682-18688","['13463-67-7', '110041-65-1']",,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-18738240,1,1,100,64-18-6,"['64-17-5', '7732-18-5']","green chemistry, solid-supported catalyst, reusable catalyst, Pd-doped Ni",Pd-doped Ni nanoparticle-modified N-doped carbon nanocatalyst with high,"Cui, Xueliang; Long, Yu; Zhou, Xia; Yu, Guiqin; Yang, Jin; Yuan, Man; Ma,","Green Chemistry (2018), 20(5), 1121-1130","['7440-02-0', '7440-05-3', '7440-44-0']",,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-18432284,1,1,100,16940-66-2,"['64-17-5', '7732-18-5']","solid-supported catalyst, reusable catalyst, palladium supported on",Nitro group reduction and Suzuki reaction catalysed by palladium,"Gholinejad, Mohammad; Zareh, Fatemeh; Najera, Carmen","Applied Organometallic Chemistry (2018), 32(1), n/a","['7440-05-3', '7440-44-0']",,,"['Fe3O4 supported nitrogen-doped carbon quantom dot supported', 'Fe3O4 nanoparticle supported']",,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-19332604,1,1,100,1333-74-0,64-17-5,"solid-supported catalyst, selective, 100%, catalyst prepared and used,",Amino-Functionalized hollow microporous organic nanospheres for Pd,"He, Zidong; Wang, Tianqi; Xu, Yang; Zhou, Minghong; Yu, Wei; Shi, Buyin;","Journal of Polymer Science, Part A: Polymer Chemistry (2018), 56(18),",7440-05-3,,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-17353311,1,1,100,"['1313-82-2', '7757-83-7']",7732-18-5,"sealed tube used, selectivity, >99.9%, catalyst prepared and used,",Highly selective reduction of nitroarenes to anilines catalyzed using,"Xu, Yong; Lv, Xiao-Jun; Chen, Yong; Fu, Wen-Fu","Catalysis Communications (2017), 10131-35",12015-75-7,,,zeolitic imidazolate framework-67 based,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-17865027,1,1,100,1333-74-0,141-78-6,"green chemistry, solid-supported catalyst, alternative reaction",Fine-bubble-based strategy for the palladium-catalyzed hydrogenation of,"Mase, Nobuyuki; Nishina, Yuki; Isomura, Shogo; Sato, Kohei; Narumi,","Synlett (2017), 28(16), 2184-2188",7440-05-3,,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-17181670,1,2,100,"['17979-81-6', '1333-74-0']","['109-99-9', '108-88-3']","chemoselective, green chemistry, high pressure, solid-supported catalyst,",Single-Site Cobalt Catalysts at New Zr12(μ3-O)8(μ3-OH)8(μ2-OH)6,"Ji, Pengfei; Manna, Kuntal; Lin, Zekai; Feng, Xuanyu; Urban, Ania; Song,","Journal of the American Chemical Society (2017), 139(20), 7004-7011",2097350-87-1,,,cobalt complex,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-17786394,1,2,100,1333-74-0,"['109-99-9', '108-88-3']","reaction in a glovebox,high pressure in stage 2,catalyst prepared and",Stabilization of active metal catalysts at metal-organic framework nodes,"Lin, Wenbin; Manna, Kuntal; Ji, Pengfei","World Intellectual Property Organization, WO2017066328 A1 2017-04-20","['17979-81-6', '2095540-92-2']",,,reaction products with cobalt dichloride,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-17366603,1,1,100,683-60-3,"['67-63-0', '75-05-8']","chemoselective, reaction in a sealed tube, catalyst prepared and used",Counter Anion Controlled Reactivity Switch in Transfer Hydrogenation: A,"Shee, Sujan; Paul, Bhaskar; Kundu, Sabuj","ChemistrySelect (2017), 2(4), 1705-1710",2095392-73-5,,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-15793678,1,1,100,1333-74-0,64-17-5,"Schlenk flask used, Pd nanoparticles porous imidazolium based ionic",Facile Synthesis and Tunable Porosities of Imidazolium-Based Ionic,"Wang, Yangxin; Zhong, Hong; Li, Liuyi; Wang, Ruihu","ChemCatChem (2016), 8(13), 2234-2240","['7440-05-3', '1973486-17-7']",,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-3879652,1,1,100,7803-57-8,64-17-5,"chemoselective, green chemistry-catalyst, reusable catalyst, gamma-Fe2O3",A metal-organic framework-templated synthesis of γ-Fe2O3 nanoparticles,"Li, Yang; Zhou, Yu-Xiao; Ma, Xiao; Jiang, Hai-Long","Chemical Communications (Cambridge, United Kingdom) (2016), 52(22),","['1309-37-1', '7440-44-0']",,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-16002197,1,1,100,13774-81-7,"['67-56-1', '7732-18-5']","solid-supported catalyst, cobalt/cobalt oxide nanoparticles supported on",A MOF-derived Co-CoO@N-doped porous carbon for efficient tandem,"Ma, Xiao; Zhou, Yu-Xiao; Liu, Hang; Li, Yang; Jiang, Hai-Long","Chemical Communications (Cambridge, United Kingdom) (2016), 52(49),","['1307-96-6', '7440-44-0', '7440-48-4']",,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-9689331,1,1,100,1333-74-0,67-56-1,"chemoselective, green chemistry, solid-supported catalyst, alternate",Development of chelate resin-supported palladium catalysts for,"Monguchi, Yasunari; Ichikawa, Tomohiro; Nozaki, Kei; Kihara, Kensuke;","Tetrahedron (2015), 71(37), 6499-6505","['7440-05-3', '57916-98-0']",,,chelate resin-supported,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-16720765,1,1,100,16940-66-2,"['64-17-5', '67-64-1', '7732-18-5']","chemoselective, solid-supported catalyst, catalyst prepared and used,",Carbon nanotube-supported gold nanoparticles as efficient catalyst for,"Cano, Manuela; Villuendas, Pedro; Benito, Ana M.; Urriolabeitia, Esteban","Materials Today Communications (2015), 3104-113",7440-57-5,,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-7464538,1,3,100,1333-74-0,227617-70-1,"chemoselective, ionic liquid used (solvent), ionic liquid used",Phosphine-functionalized ionic liquid-stabilized rhodium nanoparticles,"Jiang, He-Yan; Zheng, Xu-Xu","Applied Catalysis, A: General (2015), 499118-123","['10049-07-7', '645385-96-2']",,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-633462,1,1,100,"['1333-74-0', '7705-08-0']",110-82-7,"chemoselective, solid-supported catalyst, thermal, nickel propoted",Ni-W2C/mpg-C3N4 as a promising catalyst for selective hydrogenation of,"Zhao, Zhongkui; Yang, Hongling","Journal of Molecular Catalysis A: Chemical (2015), 398268-274",60882-99-7,,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-15290932,1,1,100,16940-66-2,"['109-99-9', '7732-18-5']","solid-supported catalyst, ruthenium supported on porous organic polymer",Fabrication of Ruthenium Nanoparticles in Porous Organic Polymers:,"Mondal, John; Kundu, Sudipta K.; Hung Ng, Wilson Kwok; Singuru, Ramana;","Chemistry - A European Journal (2015), 21(52), 19016-19027","['7440-18-8', '1832616-28-0']",,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-13413998,1,1,100,7803-57-8,64-17-5,"green chemistry, catalyst prepared and used, selectivity, 98.7%",Carbon nanotubes oxidized by a green method as efficient metal-free,"Wu, Shuchang; Wen, Guodong; Schlogl, Robert; Su, Dang Sheng","Physical Chemistry Chemical Physics (2015), 17(3), 1567-1571",,,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-17414085,1,1,100,1333-74-0,227617-70-1,"chemoselective, 100% selectivity, catalyst prepared and used, recyclable",Efficient palladium and ruthenium nanocatalysts stabilized by phosphine,"Wu, Zhifeng; Jiang, Heyan","RSC Advances (2015), 5(44), 34622-34629",7440-18-8,,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-10755378,1,1,100,"['534-17-8', '1333-74-0']",108-88-3,"solid-supported catalyst, palladium catalyst supported on graphene oxide",Catalyst Enhancement and Recyclability by Immobilization of Metal,"Sabater, Sara; Mata, Jose A.; Peris, Eduardo","ACS Catalysis (2014), 4(6), 2038-2047","['1034343-98-0', '1610424-70-8']",General/Typical Procedure: General Procedure for Nitroarene Reductions.,,oxide,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-14037673,1,1,100,1333-74-0,64-17-5,"solid-supported catalyst, Schlenk flask used, reusable catalyst",Facile Fabrication of Ultrafine Palladium Nanoparticles with Size- and,"Li, Liuyi; Zhao, Huaixia; Wang, Jinyun; Wang, Ruihu","ACS Nano (2014), 8(5), 5352-5364",7440-05-3,General/Typical Procedure: Typical Procedure for Hydrogenation of,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-14375880,1,1,100,1333-74-0,64-17-5,"solid-supported catalyst, autoclave used, Platinum nanoparticles",Magnetic Pt Catalyst for Selective Hydrogenation of Halonitrobenzenes,"Du, Weichen; Xia, Shuixin; Nie, Renfeng; Hou, Zhaoyin","Industrial & Engineering Chemistry Research (2014), 53(12), 4589-4594","['1317-61-9', '7440-06-4']",General/Typical Procedure: Hydrogenation of Chloronitrobenzenes.,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-1665224,1,1,100,1333-74-0,"['64-17-5', '7732-18-5']","high pressure, catalyst prepared and used",Synthesis of ruthenium/reduced graphene oxide composites and application,"Fan, Guang-Yin; Huang, Wen-Jun","Chinese Chemical Letters (2014), 25(2), 359-363","['7440-18-8', '1034343-98-0']",,,oxide,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-13204750,1,1,100,16940-66-2,7732-18-5,Selectivity (100%),Urea-Based Porous Organic Frameworks: Effective Supports for Catalysis in,"Li, Liuyi; Chen, Zhilin; Zhong, Hong; Wang, Ruihu","Chemistry - A European Journal (2014), 20(11), 3050-3060",1619246-19-3,,,palladium complexes,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-4897751,1,1,100,16940-66-2,"['67-56-1', '7732-18-5']","ultrasound, sealed screw cap vial used",Smart Decoration of Mesoporous TiO2 Nanospheres with Noble Metal Alloy,"Wang, Pengyu; Tooriyama, Hiroko; Yokoyama, Kazuya; Ohtani, Masataka;","European Journal of Inorganic Chemistry (2014), 2014(26), 4254-4257",7440-57-5,,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-16690251,1,1,100,1333-74-0,,"chemoselective, solid-supported catalyst, recyclable catalyst used, Ni",Synergistic effect from Lewis acid and the Ni-W2C/AC catalyst for highly,"Zhao, Zhongkui; Yang, Hongling; Li, Yu","RSC Advances (2014), 4(43), 22669-22677","['7440-02-0', '7705-08-0', '12070-13-2']",,,activated carbon supported,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-2488273,1,1,100,7803-57-8,"['64-17-5', '7732-18-5']","chemoselective, green chemistry, reusable catalyst, cobalt-modified",Cobalt-modified molybdenum carbide as an efficient catalyst for,"Zhao, Zhongkui; Yang, Hongling; Li, Yu; Guo, Xinwen","Green Chemistry (2014), 16(3), 1274-1281","['74-82-8', '10141-05-6']",,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-5327731,1,1,100,102-71-6,"['64-17-5', '7732-18-5']","chemoselective, photochemical, LED used (green light, 525 nm),",Highly efficient and selective photocatalytic hydrogenation of,"Yang, Xiu-Jie; Chen, Bin; Zheng, Li-Qiang; Wu, Li-Zhu; Tung, Chen-Ho","Green Chemistry (2014), 16(3), 1082-1086",17372-87-1,,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-7182853,1,1,100,7803-57-8,64-17-5,"solid-supported catalyst, titania used as solid support, recyclable",Catalytic activation of hydrazine hydrate by gold nanoparticles:,"Gkizis, Petros L.; Stratakis, Manolis; Lykakis, Ioannis N.","Catalysis Communications (2013), 3648-51","['7440-57-5', '13463-67-7']",,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-2296347,1,1,100,1333-74-0,64-17-5,"high pressure, solid-supported catalyst (polystyrene), sealed semi-batch",Chemoselective hydrogenation of nitroarenes: Boosting nanoparticle,"Cardenas-Lizana, Fernando; Berguerand, Charline; Yuranov, Igor;","Journal of Catalysis (2013), 301103-111",7440-06-4,,,,,,
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1,COc1ccc([N+](=O)[O-])cc1>>COc1ccc(N)cc1,100-17-4,104-94-9,31-522-CAS-13341558,1,1,100,1333-74-0,7732-18-5,"green chemistry, solid-supported catalyst, silica used as support, silica",Pd Nanoparticles in Ionic Liquid Brush: A Highly Active and Reusable,"Li, Jing; Shi, Xian-Ying; Bi, Yuan-Yuan; Wei, Jun-Fa; Chen, Zhan-Guo","ACS Catalysis (2011), 1(6), 657-664","['7440-05-3', '1308674-33-0']","4-Methoxyaniline (Table 3-12): 4-Nitroanisole (2.680 g, 17.5 mmol) and",,silica-supported,,,
