Reactants_SMILES,Products_SMILES,Reaction_SMILES,RXN:RCT:CAS_RN,RXN:PRO:CAS_RN,RXN:VAR:CAS_Reaction_Number,RXN:VAR:STEPS,RXN:VAR:STAGES,RXN:VAR:PRO:YIELD,RXN:VAR:RGT:CAS_RN,RXN:VAR:SOL:CAS_RN,RXN:VAR:EXP_PROC,RXN:VAR:NOTES,RXN:VAR:REFERENCE:TITLE,RXN:VAR:REFERENCE:AUTHOR,RXN:VAR:REFERENCE:CITATION,RXN:VAR:CAT:CAS_RN,RXN:VAR:CAT:AMD,RXN:PRO:AMD,RXN:VAR:RGT:AMD
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-16158226,1,1,100,"['7782-44-7', '16940-66-2']",64-17-5,,"solid-supported catalyst, catalyst prepared and used, aerobic,",Pd nanoparticles supported on Fe3O4@C: An effective heterogeneous,"Mei, Nan; Liu, Bing","International Journal of Hydrogen Energy (2016), 41(40), 17960-17966",7440-05-3,magnetic supported,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-15740253,1,1,100,16940-66-2,64-17-5,,"green chemistry-solvent, catalyst prepared and used (C-Pd-Fe3O4),",Catalytic transfer hydrogenation of nitro compounds into amines over,"Zhou, Peng; Li, Dongzhi; Jin, Shiwei; Chen, Shaohua; Zhang, Zehui","International Journal of Hydrogen Energy (2016), 41(34), 15218-15224",7440-05-3,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-16473999,1,1,100,16940-66-2,"['67-56-1', '7732-18-5']",,"green chemistry, conversion (100%), catalyst prepared and used",Room temperature complete reduction of nitroarenes over a novel,"Parmekar, Mira V.; Salker, A. V.","RSC Advances (2016), 6(110), 108458-108467",,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-15782127,1,1,100,1333-74-0,71-36-3,,"chemoselective, solid-supported catalyst, thermal, flow fixed bed",Selective gas phase hydrogenation of nitroarenes over Mo2C-supported,"Wang, Xiaodong; Perret, Noemie; Delannoy, Laurent; Louis, Catherine;","Catalysis Science & Technology (2016), 6(18), 6932-6941","['7440-05-3', '7440-57-5', '12069-89-5']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-16002177,1,1,100,13774-81-7,"['67-56-1', '7732-18-5']",,"solid-supported catalyst, cobalt/cobalt oxide nanoparticles supported on",A MOF-derived Co-CoO@N-doped porous carbon for efficient tandem,"Ma, Xiao; Zhou, Yu-Xiao; Liu, Hang; Li, Yang; Jiang, Hai-Long","Chemical Communications (Cambridge, United Kingdom) (2016), 52(49),","['1307-96-6', '7440-44-0', '7440-48-4']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-2623644,1,1,100,7803-57-8,64-17-5,,"chemoselective, green chemistry-catalyst, reusable catalyst, gamma-Fe2O3",A metal-organic framework-templated synthesis of γ-Fe2O3 nanoparticles,"Li, Yang; Zhou, Yu-Xiao; Ma, Xiao; Jiang, Hai-Long","Chemical Communications (Cambridge, United Kingdom) (2016), 52(22),","['1309-37-1', '7440-44-0']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-11964455,1,1,100,16940-66-2,7732-18-5,General/Typical Procedure: 2.2 General Procedure for the Reduction of,"green chemistry, solid-supported catalyst, selectivity, 100%, conversion,",Palladium Supported on Graphitic Carbon Nitride: An Efficient and,"Zhao, Yukai; Tang, Ruiren; Huang, Rong","Catalysis Letters (2015), 145(11), 1961-1971","['7440-05-3', '143334-20-7']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-9165147,1,1,100,1333-74-0,64-17-5,,"chemoselective, high pressure, solid-supported catalyst, Iridium",Ir supported over carbon materials for the selective hydrogenation of,"Dongil, A. B.; Rivera-Carcamo, C.; Pastor-Perez, L.; Sepulveda-Escribano,","Catalysis Today (2015), 24972-78",7439-88-5,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-7752489,1,3,100,1333-74-0,227617-70-1,,"chemoselective, ionic liquid used (solvent), ionic liquid used",Phosphine-functionalized ionic liquid-stabilized rhodium nanoparticles,"Jiang, He-Yan; Zheng, Xu-Xu","Applied Catalysis, A: General (2015), 499118-123","['10049-07-7', '645385-96-2']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-9721578,1,1,100,1333-74-0,67-56-1,,"solid-supported catalyst, thermal, carbon nanofibers embedded Ni",One-pot synthesis of Ni-NiFe2O4/carbon nanofiber composites from biomass,"Liu, Wu-Jun; Tian, Ke; Jiang, Hong","Green Chemistry (2015), 17(2), 821-826","['7440-02-0', '12168-54-6']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-17414080,1,1,100,1333-74-0,227617-70-1,,"chemoselective, 100% selectivity, catalyst prepared and used, recyclable",Efficient palladium and ruthenium nanocatalysts stabilized by phosphine,"Wu, Zhifeng; Jiang, Heyan","RSC Advances (2015), 5(44), 34622-34629",7440-18-8,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-12820931,1,1,100,16940-66-2,"['109-99-9', '7732-18-5']",,"solid-supported catalyst, sealed tube used, reusable catalyst, ruthenium",Fabrication of Ruthenium Nanoparticles in Porous Organic Polymers:,"Mondal, John; Kundu, Sudipta K.; Hung Ng, Wilson Kwok; Singuru, Ramana;","Chemistry - A European Journal (2015), 21(52), 19016-19027","['7440-18-8', '1832616-28-0']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-4887562,1,1,100,7803-57-8,64-17-5,,"green chemistry, catalyst prepared and used, selectivity, 93.9%",Carbon nanotubes oxidized by a green method as efficient metal-free,"Wu, Shuchang; Wen, Guodong; Schlogl, Robert; Su, Dang Sheng","Physical Chemistry Chemical Physics (2015), 17(3), 1567-1571",,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-11325199,1,2,100,1333-74-0,64-17-5,,"thermal, solid-supported catalyst, high pressure, autoclave used,",Effect of the Carbon Support on the Catalytic Activity of,"Bertolucci, Elisa; Bacsa, Revathi; Benyounes, Anas; Raspolli-Galletti,","ChemCatChem (2015), 7(18), 2971-2978","['1317-61-9', '7440-18-8', '1034343-98-0']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-6328518,1,1,100,1333-74-0,108-88-3,,"electrochemical, high pressure, solid-supported catalyst, alumina support",Selective Liquid-Phase Hydrogenation of a Nitro Group in Substituted,"Nuzhdin, Alexey L.; Moroz, Boris L.; Bukhtiyarova, Galina A.;","ChemPlusChem (2015), 80(12), 1741-1749",7440-57-5,alumina-supported,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-22319907,1,1,100,,67-63-0,,"high pressure, thermal, selectivity 93.5%",Method of producing halogen-substituted aromatic amines,"Anikeev, V. I.; Sivtsev, V. P.; Volcho, K. P.; Salakhutdinov, N. F.","Russian Federation, RU2531919 C1 2014-10-27",1344-28-1,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-7005485,1,1,100,1333-74-0,"['67-56-1', '7732-18-5']",,"selectivity, 99.9%, catalyst prepared and used, optimization study,","Titanium carbide loaded nano-metal catalyst, and preparation method of","Fan, Guangyin","China, CN104028289 A 2014-09-10",12070-08-5,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-12659245,1,1,100,,124-38-9,,"chemoselective, high pressure, solid-supported catalyst, supercritical","Solid hydrogenation catalysts, their in-situ preparation, and preparation","Kawanami, Hajime; Chatterjee, Maya; Ishizaka, Takayuki","Japan, JP2014076416 A 2014-05-01","['7440-05-3', '10043-35-3']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-5143104,1,1,100,16940-66-2,67-56-1,,"green chemistry-catalyst, recyclable catalyst",CoMn0.2Fe1.8O4 ferrite nanoparticles engineered by sol-gel technology: an,"Goyal, Ankita; Bansal, S.; Samuel, Pankaj; Kumar, Vinod; Singhal, Sonal",Journal of Materials Chemistry A: Materials for Energy and Sustainability,143930-58-9,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-1683502,1,1,100,16940-66-2,"['109-99-9', '7732-18-5']",,"catalyst prepared and used, recyclable catalyst, selectivity, 90%",In situ formation of well-dispersed palladium nanoparticles immobilized,"Zhao, Huaixia; Wang, Yangxin; Wang, Ruihu","Chemical Communications (Cambridge, United Kingdom) (2014), 50(74),",7440-05-3,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-3382937,1,1,100,16940-66-2,7732-18-5,,Selectivity (100%),Urea-Based Porous Organic Frameworks: Effective Supports for Catalysis in,"Li, Liuyi; Chen, Zhilin; Zhong, Hong; Wang, Ruihu","Chemistry - A European Journal (2014), 20(11), 3050-3060",1619246-19-3,palladium complexes,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-13321859,1,1,100,7803-57-8,"['64-17-5', '7732-18-5']",,"chemoselective, green chemistry, reusable catalyst, cobalt-modified",Cobalt-modified molybdenum carbide as an efficient catalyst for,"Zhao, Zhongkui; Yang, Hongling; Li, Yu; Guo, Xinwen","Green Chemistry (2014), 16(3), 1274-1281","['74-82-8', '10141-05-6']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-5661257,1,1,100,102-71-6,"['64-17-5', '7732-18-5']",,"chemoselective, photochemical, LED used (green light, 525 nm),",Highly efficient and selective photocatalytic hydrogenation of,"Yang, Xiu-Jie; Chen, Bin; Zheng, Li-Qiang; Wu, Li-Zhu; Tung, Chen-Ho","Green Chemistry (2014), 16(3), 1082-1086",17372-87-1,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-16690240,1,1,100,1333-74-0,,,"chemoselective, solid-supported catalyst, recyclable catalyst used, Ni",Synergistic effect from Lewis acid and the Ni-W2C/AC catalyst for highly,"Zhao, Zhongkui; Yang, Hongling; Li, Yu","RSC Advances (2014), 4(43), 22669-22677","['7440-02-0', '7705-08-0', '12070-13-2']",activated carbon supported,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-6707546,1,1,100,1333-74-0,7732-18-5,General/Typical Procedure: Pt-NH2-Fe3O4 for Hydrogenation Entry: 2.,"green chemistry, optimization study, optimized on catalyst, solvent and",Pt-NH2-Fe3O4 Catalyst with Excellent Catalytic Performance for,"Fan, Guangyin; Wang, Yinhu","Synthesis and Reactivity in Inorganic, Metal-Organic, and Nano-Metal","['1317-61-9', '7440-06-4']","['amine-functionalized', 'amine-functionalized magnetite supported']",,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-487422,1,1,100,1333-74-0,"['64-17-5', '7732-18-5']",,"green chemistry, solid-supported catalyst, catalyst prepared and used,",Cooperation between the surface hydroxyl groups of Ru-SiO2@mSiO2 and,"Zhang, Lei; Wang, Xiaoyan; Xue, Ying; Zeng, Xiaojun; Chen, Hua; Li,","Catalysis Science & Technology (2014), 4(7), 1939-1948",7440-18-8,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-11454287,1,1,100,1333-74-0,64-17-5,,"catalyst prepared and used, optimization study, optimized on temperature,",Pd0.01Ru0.01Ce0.98O2-δ: A highly active and selective catalyst for the,"Mistri, Rajib; Llorca, Jordi; Ray, Bidhan Chandra; Gayen, Arup","Journal of Molecular Catalysis A: Chemical (2013), 376111-119",1443204-95-2,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-16671201,1,1,100,1333-74-0,67-56-1,,"solid-supported catalyst, selective, optimization study, optimized on",Weak affinity for CO of platinum group metal nanoparticles supported on,"Xiao, Chao; Liang, Minghui; Gao, Ang; Xie, Jinglin; Wang, Yuan; Liu,","Journal of Nanoparticle Research (2013), 15(8), 1822/1-1822/11, 11 pp.","['1309-37-1', '7440-06-4']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-8999527,1,1,100,16940-66-2,"['64-17-5', '7732-18-5']","General/Typical Procedure: Catalytic Reactions. In a typical procedure, a","green chemistry-catalyst, solid-supported catalyst, Cu on nanocrystalline",Transition-Metal-Exchanged Nanocrystalline ZSM-5 and,"Kaur, Balwinder; Tumma, Mahesh; Srivastava, Rajendra","Industrial & Engineering Chemistry Research (2013), 52(33), 11479-11487",158114-16-0,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-3525928,1,1,100,16940-66-2,"['64-17-5', '7732-18-5']",,"green chemistry-catalyst, alternative reaction conditions shown,",Transition metal nanoparticles supported on mesoporous polyaniline,"Tumma, Mahesh; Srivastava, Rajendra","Catalysis Communications (2013), 3764-68","['7440-50-8', '25233-30-1']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-5900214,1,1,100,1333-74-0,64-17-5,,"high pressure, solid-supported catalyst (polystyrene), sealed semi-batch",Chemoselective hydrogenation of nitroarenes: Boosting nanoparticle,"Cardenas-Lizana, Fernando; Berguerand, Charline; Yuranov, Igor;","Journal of Catalysis (2013), 301103-111",7440-06-4,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-23629559,1,1,100,1333-74-0,67-56-1,,"high pressure, catalyst prepared and used, optimization study, optimized",The application of Mo-doped NiCoB catalyst for hydrogenation for,"Chen, Yu Wen; Lin, Ming Hung; Chou, Chun Jen","Taiwan, TWI392663 B 2013-04-11",894085-21-3,Molybdenum-doped,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-1721471,1,1,100,1333-74-0,"['64-17-5', '7732-18-5']",,"green chemistry, high pressure, reusable catalyst used, stainless steel",Insitu synthesis of Ru/RGO nanocomposites as a highly efficient catalyst,"Fan, Guangyin; Huang, Wenjun; Wang, Chenyu","Nanoscale (2013), 5(15), 6819-6825","['7440-18-8', '10049-08-8', '1034343-98-0']",oxide,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-954154,1,1,100,"['7782-44-7', '7803-57-8']","['64-17-5', '7732-18-5']",,"chemoselective, green chemistry-catalyst, solid-supported catalyst,",Selective hydrogenation of nitroaromatics by ceria nanorods,"Zhu, Hai-Zhou; Lu, Yong-Ming; Fan, Feng-Jia; Yu, Shu-Hong","Nanoscale (2013), 5(16), 7219-7223",1306-38-3,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-6467589,1,1,100,1333-74-0,"['64-17-5', '7732-18-5']",,"solid-supported catalyst, optimization study, optimized on solvent,",Poly(vinylpyrrolidone)-anchored iridium nanoparticles supported on Al2O3,"Fan, Guangyin","Advanced Materials Research (Durnten-Zurich, Switzerland) (2013),",7439-88-5,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-4484183,1,1,100,1333-74-0,67-56-1,,"high pressure, thermal, Selectivity (96.9%), other products also",Selective hydrogenation of p-chloronitrobenzene on nanosized PdNiB,"Chen, Yu-Wen; Lee, Der-Shing","Journal of Nanoparticles (2013), 132180, 11 pp.",12007-00-0,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-5068093,1,1,100,1333-74-0,67-56-1,,"green chemistry-catalyst, high pressure, solid-supported catalyst,",Novel microwave synthesis of ruthenium nanoparticles supported on carbon,"Antonetti, Claudia; Oubenali, Mustapha; Raspolli Galletti, Anna Maria;","Applied Catalysis, A: General (2012), 421-42299-107","['7440-18-8', '7440-44-0']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-11366906,1,1,100,1333-74-0,64-17-5,,"high pressure, solid-supported catalyst, catalyst prepared and used,",An exceptionally active and selective Pt-Au/TiO2 catalyst for,"He, Daiping; Jiao, Xiangdong; Jiang, Ping; Wang, Jian; Xu, Bo-Qing","Green Chemistry (2012), 14(1), 111-116","['7440-06-4', '7440-57-5', '13463-67-7']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-3538497,1,1,100,1333-74-0,124-38-9,,"chemoselective, high pressure, solid-supported catalyst, stainless steel",In situ synthesized Pd nanoparticles supported on B-MCM-41: an efficient,"Chatterjee, Maya; Ishizaka, Takayuki; Suzuki, Toshishige; Suzuki, Akira;","Green Chemistry (2012), 14(12), 3415-3422",7440-05-3,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-8475962,1,1,100,1333-74-0,7732-18-5,General/Typical Procedure: 2.2 General procedure of hydrogenation The,"chemoselective, high pressure, reusable catalyst",Catalytic hydrogenation of aromatic nitro compounds by functionalized,"Hu, Yu; Yu, Yin Yin; Zhao, Xiu Ge; Yang, Han Ming; Feng, Bo; Li, Huan;","Science China: Chemistry (2010), 53(7), 1541-1548",1268828-63-2,compounds with nickel nanoparticles,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-1612966,1,1,100,7782-44-7,64-17-5,General/Typical Procedure: Hydrogenation of Nitro Compounds. The,"high pressure, solid-supported catalyst, Ag-supported C60 nanocomposite",Experimental Evidence for the Interface Interaction in Ag/C60,"Li, Bao-Jun; Li, Hong-Bian; Xu, Zheng","Journal of Physical Chemistry C (2009), 113(52), 21526-21530","['7440-22-4', '99685-96-8']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-5351789,1,1,100,,67-56-1,,"solid-supported catalyst, polygorskite-supported Pt prepared and used as",Palygorskite supported platinum catalysts with high activity and,"Wang, Fang; Liu, Jun-Hua; Yin, Yuan-Qi; Xu, Xian-Lun","Wuli Huaxue Xuebao (2009), 25(8), 1678-1682","['7440-06-4', '12174-11-7', '16941-12-1']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-3095833,1,1,100,1333-74-0,,,"gas phase, solid-supported catalyst, Al2O3 used as support, yield and",Pd-promoted selective gas phase hydrogenation of p-chloronitrobenzene,"Cardenas-Lizana, Fernando; Gomez-Quero, Santiago; Hugon, Antoine;","Journal of Catalysis (2009), 262(2), 235-243","['7440-05-3', '7440-57-5']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-1470161,1,2,100,"['1333-74-0', '144-55-8']","['141-78-6', '7732-18-5']",Hydrogenation of Halonitroarenes (1a-e). Hydrogenation of halonitroarenes,"high pressure, autoclave used, poptimized on catalyst and solvent;",Chemoselective Hydrogenation of Nitroarenes with Carbon,"Takasaki, Mikihiro; Motoyama, Yukihiro; Higashi, Kenji; Yoon, Seong-Ho;","Organic Letters (2008), 10(8), 1601-1604","['111-86-4', '7440-06-4', '7440-44-0']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-10802583,1,1,100,"['124-38-9', '1333-74-0']",,[Example 6] The o-chloronitrobenzene 0.79 g (0.005 mol) and 0.002 g of 1,alternative prepn. shown,Preparation of halogenated aromatic amines from aromatic halonitro,"Ichikawa, Shinichiro; Ikariya, Takao","Japan, JP2004277409 A 2004-10-07",7440-06-4,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-6062506,1,1,100,1333-74-0,64-17-5,,other catalysts gave similar yield,Study on the hydrogenation of chloronitrobenzene over supported platinum,"Han, Xiao-xiang; Zhou, Ren-xian; Zheng, Xiao-ming","Fudan Xuebao, Ziran Kexueban (2003), 42(3), 428-430","['1314-23-4', '7439-89-6', '7440-06-4']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-6765065,1,1,100,"['57-09-0', '1333-74-0']","['108-88-3', '7732-18-5']",,"high pressure, yield depends on reaction conditions",Selective hydrogenation of haloaromatic nitro compounds catalyzed by,"Zhou, Yafen; Chen, Junru; Hu, Jiayuan; Li, Xianjun","Sichuan Daxue Xuebao, Ziran Kexueban (2003), 40(3), 531-535",7440-18-8,complexes,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-8199450,1,1,100,1333-74-0,64-17-5,,other catalysts gave similar yield,Study on the hydrogenation of chloronitrobenzene over supported platinum,"Han, Xiao-xiang; Zhou, Ren-xian; Zheng, Xiao-ming","Fudan Xuebao, Ziran Kexueban (2003), 42(3), 428-430","['7440-06-4', '13463-67-7']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-15017977,1,1,100,1333-74-0,"['108-88-3', '7732-18-5']",,"examg. synergistic effect of combined metal catalysts, particularly",A remarkable synergistic effect of water-soluble bimetallic catalyst in,"Jiang, Heng; Xu, Yun; Liao, Shijian; Yu, Daorong; Chen, Hua; Li, Xianjun","Journal of Molecular Catalysis A: Chemical (1999), 142(2), 147-152","['16941-12-1', '119181-18-9']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-6160907,1,1,100,1333-74-0,"['108-88-3', '7732-18-5']",,"100°, 5 bar",Preparation of haloarylamines by catalytic hydrogenation of the,"Baumeister, Peter; Siegrist, Urs; Studer, Martin","European Patent Organization, EP842920 A2 1998-05-20","['6303-21-5', '7440-06-4', '7803-55-6']",,,
