Reactants_SMILES,Products_SMILES,Reaction_SMILES,RXN:RCT:CAS_RN,RXN:PRO:CAS_RN,RXN:VAR:CAS_Reaction_Number,RXN:VAR:STEPS,RXN:VAR:STAGES,RXN:VAR:PRO:YIELD,RXN:VAR:CAT:CAS_RN,RXN:VAR:SOL:CAS_RN,RXN:VAR:NOTES,RXN:VAR:REFERENCE:TITLE,RXN:VAR:REFERENCE:AUTHOR,RXN:VAR:REFERENCE:CITATION,RXN:VAR:RGT:CAS_RN,RXN:VAR:EXP_PROC,RXN:VAR:CAT:AMD
O=C1CCCCC1,O=[N+]([O-])/C=C/c1ccccc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccccc2)CCCCC1=O,O=C1CCCCC1>>O=[N+]([O-])/C=C/c1ccccc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccccc2)CCCCC1=O,"['108-94-1', '5153-67-3']",84025-83-2,31-254-CAS-6363540,1,1,100,"['62-23-7', '1771744-03-6']",7732-18-5,"green chemistry-catalyst, regioselective, stereoselective, alternative",4-Fluoro and 4-Hydroxy Pyrrolidine-thioxotetrahydropyrimidinones:,"Kaplanaris, Nikolaos; Koutoulogenis, Giorgos; Raftopoulou, Marianna;","Journal of Organic Chemistry (2015), 80(11), 5464-5473",7647-14-5,,
O=C1CCCCC1,O=[N+]([O-])/C=C/c1ccccc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccccc2)CCCCC1=O,O=C1CCCCC1>>O=[N+]([O-])/C=C/c1ccccc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccccc2)CCCCC1=O,"['108-94-1', '5153-67-3']",84025-83-2,31-254-CAS-1591308,1,1,100,1307885-08-0,"['109-99-9', '7732-18-5']","regioselective, stereoselective, optimization study, optimized on",Preparation of pyrimidine derivatives as chiral catalysts for asymmetric,"Kokotos, George; Kokotos, Christoforos; Limnios, Dimitrios","European Patent Organization, EP2366700 A1 2011-09-21",62-23-7,This example demonstrates the efficacy of compound 3a in a Michael,
O=C1CCCCC1,O=[N+]([O-])/C=C/c1ccccc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccccc2)CCCCC1=O,O=C1CCCCC1>>O=[N+]([O-])/C=C/c1ccccc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccccc2)CCCCC1=O,"['108-94-1', '5153-67-3']",84025-83-2,31-254-CAS-5467398,1,1,100,"['62-23-7', '7732-18-5', '1307885-08-0']",109-99-9,"regioselective, stereoselective, alternative catalyst additives",Novel pyrrolidine-thiohydantoins/thioxotetrahydropyrimidinones as highly,"Kokotos, Christoforos G.; Limnios, Dimitris; Triggidou, Despoina;","Organic & Biomolecular Chemistry (2011), 9(9), 3386-3395",,,
O=C1CCCCC1,O=[N+]([O-])/C=C/c1ccccc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccccc2)CCCCC1=O,O=C1CCCCC1>>O=[N+]([O-])/C=C/c1ccccc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccccc2)CCCCC1=O,"['108-94-1', '5153-67-3']",84025-83-2,31-254-CAS-9734770,1,1,100,"['62-23-7', '7732-18-5', '1307885-17-1']",109-99-9,"regioselective, stereoselective, alternative solvent toluene gave lower",Novel pyrrolidine-thiohydantoins/thioxotetrahydropyrimidinones as highly,"Kokotos, Christoforos G.; Limnios, Dimitris; Triggidou, Despoina;","Organic & Biomolecular Chemistry (2011), 9(9), 3386-3395",,,
O=C1CCCCC1,O=[N+]([O-])/C=C/c1ccccc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccccc2)CCCCC1=O,O=C1CCCCC1>>O=[N+]([O-])/C=C/c1ccccc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccccc2)CCCCC1=O,"['108-94-1', '5153-67-3']",84025-83-2,31-254-CAS-3263314,1,1,100,1261302-76-4,174501-65-6,"regioselective, stereoselective, optimized on solvent and reaction time,",Chiral quaternary alkylammonium ionic liquid [Pro-dabco][BF4]: as a,"Xu, Da-Zhen; Liu, Yingjun; Shi, Sen; Wang, Yongmei","Tetrahedron: Asymmetry (2010), 21(20), 2530-2534",,,
O=[N+]([O-])/C=C/c1ccccc1,O=C1CCCCC1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccccc2)CCCCC1=O,O=[N+]([O-])/C=C/c1ccccc1>>O=C1CCCCC1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccccc2)CCCCC1=O,"['5153-67-3', '108-94-1']",84025-83-2,31-254-CAS-6819236,1,2,100,1132763-82-6,,"stereoselective, ee = 91%, asymmetric Michael reaction, alternative",New pyrrolidine-triazole-based C 2 symmetric organocatalysts and their,"Karthikeyan, Thandavamurthy; Sankararaman, Sethuraman","Tetrahedron: Asymmetry (2008), 19(23), 2741-2745",,,
O=C1CCCCC1,O=[N+]([O-])/C=C/c1ccccc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccccc2)CCCCC1=O,O=C1CCCCC1>>O=[N+]([O-])/C=C/c1ccccc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccccc2)CCCCC1=O,"['108-94-1', '5153-67-3']",84025-83-2,31-254-CAS-4577955,1,1,100,898821-81-3,76-05-1,"stereoselective, ionic liquid, Michael addition, optimization study",Functionalized chiral ionic liquids as highly efficient asymmetric,"Luo, Sanzhong; Mi, Xueling; Zhang, Long; Liu, Song; Xu, Hui; Cheng,","Angewandte Chemie, International Edition (2006), 45(19), 3093-3097",,,
O=C1CCCCC1,O=[N+]([O-])/C=C/c1ccccc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccccc2)CCCCC1=O,O=C1CCCCC1>>O=[N+]([O-])/C=C/c1ccccc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccccc2)CCCCC1=O,"['108-94-1', '5153-67-3']",84025-83-2,31-254-CAS-11879515,1,1,100,33878-70-5,"['64-17-5', '67-63-0']","stereoselective, 56% ee, optimized on solvents",5-Pyrrolidin-2-yltetrazole as an asymmetric organocatalyst for the,"Cobb, Alexander J. A.; Longbottom, Deborah A.; Shaw, David M.; Ley,","Chemical Communications (Cambridge, United Kingdom) (2004), (16),",,,
O=C1CCCCC1,O=[N+]([O-])/C=C/c1ccc(Br)cc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccc(Br)cc2)CCCCC1=O,O=C1CCCCC1>>O=[N+]([O-])/C=C/c1ccc(Br)cc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccc(Br)cc2)CCCCC1=O,"['108-94-1', '5153-71-9']",256338-64-4,31-254-CAS-18392802,1,2,100,2173591-25-6,108-88-3,"stereoselective, ee (93%), syn:anti = 96:4, Michael addition",Michael addition of carbonyl compounds to nitroolefins under the,"Castan, A.; Badorrey, R.; Galvez, J. A.; Lopez-Ram-de-Viu, P.;","Organic & Biomolecular Chemistry (2018), 16(6), 924-935",,,
C=CC(C)=O,CCOC(=O)C1CCCCC1=O.CCOC(=O)C1(CCC(C)=O)CCCCC1=O,C=CC(C)=O>>CCOC(=O)C1CCCCC1=O.CCOC(=O)C1(CCC(C)=O)CCCCC1=O,"['78-94-4', '1655-07-8']",61771-80-0,31-254-CAS-9931754,1,1,100,107311-90-0,7732-18-5,solid supported catalyst,Michael reactions in water using amphiphilic resin-supported quaternary,"Shibatomi, Kazutaka; Nakahashi, Toshiyuki; Uozumi, Yasuhiro","Synlett (2000), (11), 1643-1645",,"The reactions of cyclic bketo esters 5, 6, and 7 with acceptors 3a-c",trialkylammonium hydroxide-terminated
O=C1CCCCC1,O=[N+]([O-])/C=C/c1ccc(Cl)cc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccc(Cl)cc2)CCCCC1=O,O=C1CCCCC1>>O=[N+]([O-])/C=C/c1ccc(Cl)cc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccc(Cl)cc2)CCCCC1=O,"['108-94-1', '5153-70-8']",83976-44-7,31-254-CAS-18392801,1,2,100,2173591-25-6,108-88-3,"stereoselective, ee (98%), syn:anti = 95:5, Michael addition",Michael addition of carbonyl compounds to nitroolefins under the,"Castan, A.; Badorrey, R.; Galvez, J. A.; Lopez-Ram-de-Viu, P.;","Organic & Biomolecular Chemistry (2018), 16(6), 924-935",,,
O=C1CCCCC1,O=[N+]([O-])/C=C/c1ccc(Cl)cc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccc(Cl)cc2)CCCCC1=O,O=C1CCCCC1>>O=[N+]([O-])/C=C/c1ccc(Cl)cc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccc(Cl)cc2)CCCCC1=O,"['108-94-1', '5153-70-8']",83976-44-7,31-254-CAS-4844807,1,1,100,898821-81-3,76-05-1,"stereoselective, ionic liquid, Michael addition, Catalyst stability was",Functionalized chiral ionic liquids as highly efficient asymmetric,"Luo, Sanzhong; Mi, Xueling; Zhang, Long; Liu, Song; Xu, Hui; Cheng,","Angewandte Chemie, International Edition (2006), 45(19), 3093-3097",,,
O=C1CCCCC1,Cc1ccc(/C=C/[N+](=O)[O-])cc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccc(C)cc2)CCCCC1=O,O=C1CCCCC1>>Cc1ccc(/C=C/[N+](=O)[O-])cc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccc(C)cc2)CCCCC1=O,"['108-94-1', '5153-68-4']",256338-63-3,31-254-CAS-18392800,1,2,100,2173591-25-6,108-88-3,"stereoselective, ee (96%), syn:anti = 98:2, Michael addition",Michael addition of carbonyl compounds to nitroolefins under the,"Castan, A.; Badorrey, R.; Galvez, J. A.; Lopez-Ram-de-Viu, P.;","Organic & Biomolecular Chemistry (2018), 16(6), 924-935",,,
CCCC=O,O=[N+]([O-])/C=C/c1ccccc1.CC[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,CCCC=O>>O=[N+]([O-])/C=C/c1ccccc1.CC[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,"['123-72-8', '5153-67-3']",384354-59-0,31-254-CAS-18392776,1,2,100,2173591-27-8,108-88-3,"stereoselective, ee (91%), syn:anti = 91:9, Michael addition",Michael addition of carbonyl compounds to nitroolefins under the,"Castan, A.; Badorrey, R.; Galvez, J. A.; Lopez-Ram-de-Viu, P.;","Organic & Biomolecular Chemistry (2018), 16(6), 924-935",,,
CCCC=O,O=[N+]([O-])/C=C/c1ccccc1.CC[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,CCCC=O>>O=[N+]([O-])/C=C/c1ccccc1.CC[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,"['123-72-8', '5153-67-3']",384354-59-0,31-254-CAS-17320747,1,2,100,2114353-81-8,108-87-2,"stereoselective, ee of syn 82%, catalyst prepared and used, Michael",Synthesis of new pyrrolidine-based organocatalysts and study of their use,"Castan, Alejandro; Badorrey, Ramon; Galvez, Jose A.; Diaz-de-Villegas,","Beilstein Journal of Organic Chemistry (2017), 13612-619",,,
CCCC=O,O=[N+]([O-])/C=C/c1ccccc1.CC[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,CCCC=O>>O=[N+]([O-])/C=C/c1ccccc1.CC[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,"['123-72-8', '5153-67-3']",384354-59-0,31-254-CAS-5099566,1,1,100,1075721-52-6,67-66-3,"stereoselective, alternative reaction conditions gave lower yield,",Diversity-oriented synthesis towards conceptually new highly modular,"Quintard, Adrien; Bournaud, Chloee; Alexakis, Alexandre","Chemistry - A European Journal (2008), 14(25), 7504-7507",,,
CC(C)CC=O,O=[N+]([O-])/C=C/c1ccccc1.CC(C)[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,CC(C)CC=O>>O=[N+]([O-])/C=C/c1ccccc1.CC(C)[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,"['590-86-3', '5153-67-3']",384354-46-5,31-254-CAS-18392784,1,2,100,2173591-27-8,108-88-3,"stereoselective, ee (97%), syn:anti = 98:2, reaction may also be carried",Michael addition of carbonyl compounds to nitroolefins under the,"Castan, A.; Badorrey, R.; Galvez, J. A.; Lopez-Ram-de-Viu, P.;","Organic & Biomolecular Chemistry (2018), 16(6), 924-935",,,
CC(C)CC=O,O=[N+]([O-])/C=C/c1ccccc1.CC(C)[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,CC(C)CC=O>>O=[N+]([O-])/C=C/c1ccccc1.CC(C)[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,"['590-86-3', '5153-67-3']",384354-46-5,31-254-CAS-2959302,1,1,100,898821-81-3,76-05-1,"stereoselective, ionic liquid, Michael addition",Functionalized chiral ionic liquids as highly efficient asymmetric,"Luo, Sanzhong; Mi, Xueling; Zhang, Long; Liu, Song; Xu, Hui; Cheng,","Angewandte Chemie, International Edition (2006), 45(19), 3093-3097",,,
O=C1CCCCC1,COc1ccc(/C=C/[N+](=O)[O-])cc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccc(OC)cc2)CCCCC1=O,O=C1CCCCC1>>COc1ccc(/C=C/[N+](=O)[O-])cc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccc(OC)cc2)CCCCC1=O,"['108-94-1', '5576-97-6']",233257-09-5,31-254-CAS-18392799,1,2,100,2173591-25-6,108-88-3,"stereoselective, ee (84%), syn:anti = 96:4, Michael addition",Michael addition of carbonyl compounds to nitroolefins under the,"Castan, A.; Badorrey, R.; Galvez, J. A.; Lopez-Ram-de-Viu, P.;","Organic & Biomolecular Chemistry (2018), 16(6), 924-935",,,
O=C1CCCCC1,COc1ccc(/C=C/[N+](=O)[O-])cc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccc(OC)cc2)CCCCC1=O,O=C1CCCCC1>>COc1ccc(/C=C/[N+](=O)[O-])cc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccc(OC)cc2)CCCCC1=O,"['108-94-1', '5576-97-6']",233257-09-5,31-254-CAS-1730359,1,2,100,"['89-02-1', '748788-98-9']","['67-66-3', '7732-18-5']","regioselective, stereoselective, alternate pyrrolidine-pyridine conjugate",A new class of chiral pyrrolidine-pyridine conjugate base catalysts for,"Ishii, Takaaki; Fujioka, Shingo; Sekiguchi, Yusuke; Kotsuki, Hiyoshizo","Journal of the American Chemical Society (2004), 126(31), 9558-9559",7647-01-0,General/Typical Procedure: Typical Experimental Procedure for the,
CC(=O)CC(C)=O,O=[N+]([O-])/C=C/c1ccccc1.CC(=O)C(C(C)=O)[C@H](C[N+](=O)[O-])c1ccccc1,CC(=O)CC(C)=O>>O=[N+]([O-])/C=C/c1ccccc1.CC(=O)C(C(C)=O)[C@H](C[N+](=O)[O-])c1ccccc1,"['123-54-6', '5153-67-3']",189952-27-0,31-254-CAS-1045195,1,1,100,1210360-60-3,75-09-2,"stereoselective, Michael addition",Asymmetric synthesis of poly-substituted spirocyclohexane oxindoles via a,"Sun, Qiang-Sheng; Chen, Xiao-Yang; Zhu, Hua; Lin, Hua; Sun, Xing-Wen;","Organic Chemistry Frontiers (2015), 2(2), 110-113",67502-96-9,,
O=C(C=Cc1ccccc1)c1ccccc1,CCOC(=O)CC(=O)OCC.CCOC(=O)C(C(=O)OCC)C(CC(=O)c1ccccc1)c1ccccc1,O=C(C=Cc1ccccc1)c1ccccc1>>CCOC(=O)CC(=O)OCC.CCOC(=O)C(C(=O)OCC)C(CC(=O)c1ccccc1)c1ccccc1,"['94-41-7', '105-53-3']",7472-83-5,31-254-CAS-10380029,1,1,100,,1352187-40-6,"stereoselective, Michael reaction, 3% ee, no exptl. detail, chiral ionic","Design and synthesis of spiro bis(1,2,3-triazolium) salts as chiral ionic","Yoshida, Yasushi; Takizawa, Shinobu; Sasai, Hiroaki","Tetrahedron: Asymmetry (2012), 23(11-12), 843-851",,,
O=[N+]([O-])C=Cc1ccccc1,CC(=O)CC(C)=O.CC(=O)C(C(C)=O)C(C[N+](=O)[O-])c1ccccc1,O=[N+]([O-])C=Cc1ccccc1>>CC(=O)CC(C)=O.CC(=O)C(C(C)=O)C(C[N+](=O)[O-])c1ccccc1,"['102-96-5', '123-54-6']",72709-61-6,31-254-CAS-21585275,1,1,100,2244889-37-8,7732-18-5,"catalyst prepared and used, reusable catalyst, Michael addition,",A nanoporous metal-organic framework as a renewable size-selective,"Liu, Yanhong; Ma, Ju; Wu, Pengyan; Zheng, Jia-Jia; Tian, Xueqin; Jiang,","Dalton Transactions (2019), 48(31), 11855-11861",,,zinc complexes
O=C1CCCC1,O=[N+]([O-])/C=C/c1ccccc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccccc2)CCCC1=O,O=C1CCCC1>>O=[N+]([O-])/C=C/c1ccccc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccccc2)CCCC1=O,"['120-92-3', '5153-67-3']",359876-14-5,31-254-CAS-1315739,1,1,100,"['89-02-1', '2211-98-5', '203245-45-8']",7732-18-5,"regioselective, stereoselective, catalyst prepared and used, 77:23",Chiral picolylamines for Michael and aldol reactions: probing substrate,"Nugent, Thomas C.; Bibi, Ahtaram; Sadiq, Abdul; Shoaib, Mohammad; Umar,","Organic & Biomolecular Chemistry (2012), 10(46), 9287-9294",7647-14-5,,
C=CC(C)=O,c1ccc(N2CCc3ccccc3C2)cc1.CC(=O)CCC1c2ccccc2CCN1c1ccccc1,C=CC(C)=O>>c1ccc(N2CCc3ccccc3C2)cc1.CC(=O)CCC1c2ccccc2CCN1c1ccccc1,"['78-94-4', '3340-78-1']",1354726-74-1,31-614-CAS-43951778,1,1,100,15158-62-0,75-05-8,"in the dark, photochemical, sealed vial used, blue LED light used,",Investigating the Effects of Pulsed LED Irradiation in Photoredox,"Burt, Liam K.; Robertson, Johnathon C.; Breadmore, Michael C.; Connell,","Organometallics (2024), 43(24), 3226-3235",76-05-1,,
CC(=O)CC(C)=O,O=C1C=CCCC1.CC(=O)C(C(C)=O)[C@H]1CCCC(=O)C1,CC(=O)CC(C)=O>>O=C1C=CCCC1.CC(=O)C(C(C)=O)[C@H]1CCCC(=O)C1,"['123-54-6', '930-68-7']",1173697-41-0,31-254-CAS-6350213,1,1,100,"['147-85-3', '54761-04-5']",7732-18-5,"green chemistry-catalyst, regioselective, stereoselective, Michael",Entropy-controlled and enantiodivergent Lewis acid catalysis in water,"Aplander, Karolina; Lindstroem, U. Marcus; Wennerberg, Johan","Synthesis (2012), 44(6), 848-856",1310-73-2,General/Typical Procedure: Yb(OTf)3-Catalyzed Michael Addition Using,
CC(=O)CC(C)=O,O=C1C=CCCC1.CC(=O)C(C(C)=O)[C@H]1CCCC(=O)C1,CC(=O)CC(C)=O>>O=C1C=CCCC1.CC(=O)C(C(C)=O)[C@H]1CCCC(=O)C1,"['123-54-6', '930-68-7']",1173697-41-0,31-254-CAS-2070175,1,2,100,"['71-00-1', '54761-04-5']",7732-18-5,"stereoselective, ee=24%, Michael addition, sealed tube used",Asymmetric lewis acid catalysis in water: α-amino acids as effective,"Aplander, Karolina; Ding, Rui; Krasavin, Mikhail; Lindstroem, U. Marcus;","European Journal of Organic Chemistry (2009), (6), 810-821",1310-73-2,,
CC(=O)CC(C)=O,O=C1C=CCCC1.CC(=O)C(C(C)=O)[C@H]1CCCC(=O)C1,CC(=O)CC(C)=O>>O=C1C=CCCC1.CC(=O)C(C(C)=O)[C@H]1CCCC(=O)C1,"['123-54-6', '930-68-7']",1173697-41-0,31-254-CAS-2414441,1,2,100,"['73-22-3', '54761-04-5']",7732-18-5,"stereoselective, ee=56%, Michael addition, sealed tube used",Asymmetric lewis acid catalysis in water: α-amino acids as effective,"Aplander, Karolina; Ding, Rui; Krasavin, Mikhail; Lindstroem, U. Marcus;","European Journal of Organic Chemistry (2009), (6), 810-821",1310-73-2,,
CCC=O,O=[N+]([O-])/C=C/c1ccccc1.C[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,CCC=O>>O=[N+]([O-])/C=C/c1ccccc1.C[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,"['123-38-6', '5153-67-3']",384354-57-8,31-254-CAS-19890146,1,1,100,"['109-02-4', '2304835-25-2']",75-09-2,"stereoselective, catalyst prepared and used, syn:anti ratio 2:1, 86% ee,",Conformational Control of Tetrahydropyran-based Hybrid Dipeptide,"Borges-Gonzalez, Jorge; Garcia-Monzon, Irma; Martin, Tomas","Advanced Synthesis & Catalysis (2019), 361(9), 2141-2147",,,
CCC=O,O=[N+]([O-])/C=C/c1ccccc1.C[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,CCC=O>>O=[N+]([O-])/C=C/c1ccccc1.C[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,"['123-38-6', '5153-67-3']",384354-57-8,31-254-CAS-19890143,1,1,100,"['109-02-4', '2304835-17-2']",75-09-2,"stereoselective, catalyst prepared and used, 97% ee, syn:anti ratio 2:1,",Conformational Control of Tetrahydropyran-based Hybrid Dipeptide,"Borges-Gonzalez, Jorge; Garcia-Monzon, Irma; Martin, Tomas","Advanced Synthesis & Catalysis (2019), 361(9), 2141-2147",,,
CCC=O,O=[N+]([O-])/C=C/c1ccccc1.C[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,CCC=O>>O=[N+]([O-])/C=C/c1ccccc1.C[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,"['123-38-6', '5153-67-3']",384354-57-8,31-254-CAS-19620994,1,1,100,"['100-02-7', '2249803-04-9']","['67-63-0', '67-66-3']","stereoselective, Michael addition, reusable catalyst, chiral mesoporous",Chiral hybrid materials based on pyrrolidine building units to perform,"Llopis, Sebastian; Garcia, Teresa; Cantin, Angel; Velty, Alexandra; Diaz,","Catalysis Science & Technology (2018), 8(22), 5835-5847",,,
CCC=O,O=[N+]([O-])/C=C/c1ccccc1.C[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,CCC=O>>O=[N+]([O-])/C=C/c1ccccc1.C[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,"['123-38-6', '5153-67-3']",384354-57-8,31-254-CAS-18392778,1,2,100,2173591-27-8,108-88-3,"stereoselective, ee (91%), syn:anti = 95:5, Michael addition",Michael addition of carbonyl compounds to nitroolefins under the,"Castan, A.; Badorrey, R.; Galvez, J. A.; Lopez-Ram-de-Viu, P.;","Organic & Biomolecular Chemistry (2018), 16(6), 924-935",,,
CCC=O,O=[N+]([O-])/C=C/c1ccccc1.C[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,CCC=O>>O=[N+]([O-])/C=C/c1ccccc1.C[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,"['123-38-6', '5153-67-3']",384354-57-8,31-254-CAS-17320750,1,2,100,2114353-81-8,108-87-2,"stereoselective, ee of syn 83%, Michael addition, catalyst prepared and",Synthesis of new pyrrolidine-based organocatalysts and study of their use,"Castan, Alejandro; Badorrey, Ramon; Galvez, Jose A.; Diaz-de-Villegas,","Beilstein Journal of Organic Chemistry (2017), 13612-619",,,
CCC=O,O=[N+]([O-])/C=C/c1ccccc1.C[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,CCC=O>>O=[N+]([O-])/C=C/c1ccccc1.C[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,"['123-38-6', '5153-67-3']",384354-57-8,31-254-CAS-2964281,1,2,100,1542209-40-4,"['67-63-0', '7732-18-5']","green chemistry, regioselective, stereoselective, Michael addition,",Novel octapeptide as an asymmetric catalyst for Michael reaction in,"Bayat, Saadi; Abdulmalek, Emilia; Tejo, Bimo Ario; Salleh, Abu Bakar;","Synthetic Communications (2013), 43(23), 3130-3140",109-02-4,General/Typical Procedure: Catalyst (3 mol%) was added to a mixture of,resin-bound
CCC=O,O=[N+]([O-])/C=C/c1ccccc1.C[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,CCC=O>>O=[N+]([O-])/C=C/c1ccccc1.C[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,"['123-38-6', '5153-67-3']",384354-57-8,31-254-CAS-4728335,1,1,100,1233213-47-2,75-09-2,"stereoselective, 86:14 syn:anti, Michael reaction, alternative reaction",Cyclic amino acid salts as catalysts for the asymmetric Michael reaction,"Laars, Marju; Raska, Henri; Lopp, Margus; Kanger, Tonis","Tetrahedron: Asymmetry (2010), 21(5), 562-565",,,
CCC=O,O=[N+]([O-])/C=C/c1ccccc1.C[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,CCC=O>>O=[N+]([O-])/C=C/c1ccccc1.C[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,"['123-38-6', '5153-67-3']",384354-57-8,31-254-CAS-2611762,1,1,100,1233213-46-1,"['67-56-1', '75-09-2']","stereoselective, 86:14 syn:anti, Michael reaction, optimized on solvent",Cyclic amino acid salts as catalysts for the asymmetric Michael reaction,"Laars, Marju; Raska, Henri; Lopp, Margus; Kanger, Tonis","Tetrahedron: Asymmetry (2010), 21(5), 562-565",,,
O=C(/C=C/c1ccccc1)c1ccccc1,C/C=C(\O[SiH](C)C)c1ccccc1.C[C@@H](C(=O)c1ccccc1)[C@@H](CC(=O)c1ccccc1)c1ccccc1,O=C(/C=C/c1ccccc1)c1ccccc1>>C/C=C(\O[SiH](C)C)c1ccccc1.C[C@@H](C(=O)c1ccccc1)[C@@H](CC(=O)c1ccccc1)c1ccccc1,"['614-47-1', '207446-10-4']",40794-93-2,31-254-CAS-8786687,1,4,100,7786-30-3,"['68-12-2', '7732-18-5']",Mukaiyama-Michael reaction; stereoselective; anti:syn 98:2; optimization,Magnesium chloride-promoted Michael addition of dimethylsilyl enolates to,"Miura, Katsukiyo; Nakagawa, Takahiro; Hosomi, Akira","Synlett (2003), (13), 2068-2070","['7647-01-0', '144-55-8']",General/Typical Procedure: General Procedure for the MgCl2-promoted,
COC(=O)CC(=O)OC,O=[N+]([O-])/C=C/c1ccccc1.COC(=O)C(C(=O)OC)[C@H](C[N+](=O)[O-])c1ccccc1,COC(=O)CC(=O)OC>>O=[N+]([O-])/C=C/c1ccccc1.COC(=O)C(C(=O)OC)[C@H](C[N+](=O)[O-])c1ccccc1,"['108-59-8', '5153-67-3']",252338-26-4,31-614-CAS-36422481,1,1,100,"['7440-02-0', '221226-19-3']",108-88-3,"solid-supported catalyst (silica supported nickel used), stereoselective","Continuous-Flow Enantioselective 1,4-Addition Reactions of Malonates with","Ishitani, Haruro; Kanai, Kan; Kobayashi, Shu","Advanced Synthesis & Catalysis (2023), 365(9), 1526-1530",,,
COC(=O)CC(=O)OC,O=[N+]([O-])/C=C/c1ccccc1.COC(=O)C(C(=O)OC)[C@H](C[N+](=O)[O-])c1ccccc1,COC(=O)CC(=O)OC>>O=[N+]([O-])/C=C/c1ccccc1.COC(=O)C(C(=O)OC)[C@H](C[N+](=O)[O-])c1ccccc1,"['108-59-8', '5153-67-3']",252338-26-4,31-254-CAS-14763617,1,3,100,"['263013-20-3', '410092-98-7']","['108-88-3', '7732-18-5']","green chemistry-catalyst, stereoselective, mol. sieves used, 94% ee,",Chiral calcium catalysts with neutral coordinative ligands:,"Tsubogo, Tetsu; Yamashita, Yasuhiro; Kobayashi, Shu","Angewandte Chemie, International Edition (2009), 48(48), 9117-9120,",12125-02-9,,
